entry_date,entry_price,exit_date,exit_price,direction,shares,sl,tp,atr,days_held,pnl,reason,capital_before,capital_after
2016-10-27,27.76308980964126,2016-10-28,26.883362465024472,LONG,1483.9888224172564,26.883362465024472,29.52254449887484,0.4398636723083943,1,-1305.505546186129,SL,130550.55461861279,129245.04907242666
2016-10-28,27.808137188950866,2016-10-31,26.938084741335718,LONG,1485.4857247593843,26.938084741335718,29.548242084181165,0.4350262238075747,1,-1292.4504907242642,SL,129245.04907242666,127952.59858170239
2016-10-31,27.853184568260467,2016-11-01,27.036155419291713,LONG,1566.0714032443389,27.036155419291713,29.487242866197974,0.4085145744843768,1,-1279.5259858170239,SL,127952.59858170239,126673.07259588537
2016-11-01,27.674410312007723,2016-11-02,26.768196316616894,LONG,1397.8273701373835,26.768196316616894,29.48683830278938,0.4531069976954146,1,-1266.7307259588529,SL,126673.07259588537,125406.34186992652
2016-11-02,27.71691586277768,2016-11-03,26.863044009068656,LONG,1468.6787171305616,26.863044009068656,29.42465957019573,0.4269359268545124,1,-1254.063418699263,SL,125406.34186992652,124152.27845122725
2016-11-03,27.759421413547607,2016-11-04,26.90200550064659,LONG,1447.981972146579,26.90200550064659,29.47425323934964,0.42870795645050797,1,-1241.5227845122708,SL,124152.27845122725,122910.75566671498
2016-11-04,27.80192696431753,2016-11-07,26.92730287116538,LONG,1405.2980775288745,26.92730287116538,29.551175150621827,0.43731204657607436,1,-1229.1075566671514,SL,122910.75566671498,121681.64811004783
2016-11-07,27.844432515087462,2016-11-08,26.98378169319491,LONG,1413.8329391526338,26.98378169319491,29.56573415887257,0.4303254109462766,1,-1216.8164811004767,SL,121681.64811004783,120464.83162894734
2016-11-14,28.047986905646503,2016-11-15,26.79252687162807,LONG,959.5274111862204,26.79252687162807,30.558906973683374,0.6277300170092177,1,-1204.648316289472,SL,120464.83162894734,119260.18331265787
2016-11-15,28.090217185016474,2016-11-16,26.881070684964666,LONG,986.3170699956354,26.881070684964666,30.508510185120095,0.604573250025905,1,-1192.601833126577,SL,119260.18331265787,118067.58147953129
2016-11-16,28.062304695293527,2016-11-17,26.791267537233477,LONG,928.9073944913974,26.791267537233477,30.60437901141363,0.6355185790300258,1,-1180.6758147953117,SL,118067.58147953129,116886.90566473598
2016-11-17,28.10239923928185,2016-11-18,26.90741045679107,LONG,978.1422836547658,26.90741045679107,30.49237680426341,0.59749439124539,1,-1168.8690566473617,SL,116886.90566473598,115718.03660808862
2016-11-18,28.142493783270197,2016-11-21,27.05274976014489,LONG,1061.882737160768,27.05274976014489,30.32198182952081,0.5448720115626525,1,-1157.180366080887,SL,115718.03660808862,114560.85624200774
2016-12-05,26.880926527574477,2016-12-06,26.068467424838982,LONG,1410.0507441702503,26.068467424838982,28.505844733045464,0.4062295513677471,1,-1145.608562420079,SL,114560.85624200774,113415.24767958766
2016-12-06,26.891851290920712,2016-12-07,26.11088994929257,LONG,1452.2517522204153,26.11088994929257,28.453773974176997,0.39048067081407134,1,-1134.1524767958758,SL,113415.24767958766,112281.09520279178
2016-12-07,26.902776054266955,2016-12-08,26.10117351843122,LONG,1400.707834409852,26.10117351843122,28.505981125938426,0.4008012679178674,1,-1122.8109520279168,SL,112281.09520279178,111158.28425076387
2016-12-12,26.93555034430568,2017-02-01,28.73154913381266,LONG,1237.843643327597,26.037550949552188,28.73154913381266,0.4489996973767457,34,2223.165685015276,TP,111158.28425076387,113381.44993577915
2017-02-01,26.75900604512704,2017-02-02,28.77415378988357,LONG,1125.291683756696,25.75143217274878,28.77415378988357,0.5037869361891322,1,2267.6289987155837,TP,113381.44993577915,115649.07893449474
2017-02-02,26.757926904269073,2017-02-03,28.702298490746593,LONG,1189.5779565881035,25.785741111030315,28.702298490746593,0.4860928966193795,1,2312.981578689896,TP,115649.07893449474,117962.06051318464
2017-02-03,26.756847763411074,2017-02-06,28.568582971513415,LONG,1302.1997915108268,25.850980159359903,28.568582971513415,0.45293380202558525,1,2359.241210263693,TP,117962.06051318464,120321.30172344833
2017-02-06,26.755768622553113,2017-02-07,28.52262076341518,LONG,1361.984955512374,25.872342552122078,28.52262076341518,0.441713035215517,1,2406.426034468965,TP,120321.30172344833,122727.7277579173
2017-02-07,26.754689481695127,2017-02-08,28.507224460390333,LONG,1400.5737888243505,25.878421992347526,28.507224460390333,0.43813374467380134,1,2454.5545551583464,TP,122727.7277579173,125182.28231307564
2017-02-08,26.75361034083713,2017-02-09,28.395399542655174,LONG,1524.9495145229923,25.93271573992811,28.395399542655174,0.4104473004545103,1,2503.6456462615147,TP,125182.28231307564,127685.92795933716
2017-02-09,26.75253119997915,2017-02-10,28.339615206815147,LONG,1609.0632557490283,25.95898919656115,28.339615206815147,0.39677100170899937,1,2553.7185591867433,TP,127685.92795933716,130239.6465185239
2017-02-10,26.751452059121178,2017-02-13,28.23680288106425,LONG,1753.6550233721885,26.00877664814964,28.23680288106425,0.3713377054857681,1,2604.7929303704777,TP,130239.6465185239,132844.43944889438
2017-02-13,26.750372918263206,2017-02-14,28.24755547415853,LONG,1774.5924025871736,26.001781640315546,28.24755547415853,0.3742956389738309,1,2656.88878897789,TP,132844.43944889438,135501.32823787228
2017-02-14,26.749293777405196,2017-02-15,28.274015128690834,LONG,1777.3913656238649,25.986933101762375,28.274015128690834,0.38118033782140964,1,2710.026564757445,TP,135501.32823787228,138211.35480262974
2017-02-15,26.748214636547214,2017-02-16,28.27334749739083,LONG,1812.4500278117298,25.985648206125408,28.27334749739083,0.38128321521090397,1,2764.2270960525952,TP,138211.35480262974,140975.58189868234
2017-02-16,26.747135495689246,2017-02-17,28.1997830227082,LONG,1940.9468474156984,26.02081173217977,28.1997830227082,0.3631618817547382,1,2819.5116379736487,TP,140975.58189868234,143795.093536656
2017-02-17,26.746056354831257,2017-02-21,28.095141746461927,LONG,2131.7419109082166,26.071513659015924,28.095141746461927,0.33727134790766705,1,2875.901870733124,TP,143795.093536656,146670.99540738913
2017-02-21,26.744977213973293,2017-02-22,28.041351917953072,LONG,2262.7870623689164,26.096789861983403,28.041351917953072,0.3240936759949453,1,2933.4199081477786,TP,146670.99540738913,149604.4153155369
2017-02-22,26.74389807311531,2017-02-23,27.992115227950308,LONG,2397.0895566695426,26.119789495697812,27.992115227950308,0.31205428870874896,1,2992.0883063107403,TP,149604.4153155369,152596.50362184763
2017-02-23,26.74281893225732,2017-02-24,27.97028731448282,LONG,2486.3614547069287,26.129084741144574,27.97028731448282,0.3068670955563748,1,3051.9300724369527,TP,152596.50362184763,155648.43369428458
2017-02-24,26.741739791399322,2017-02-27,27.975919110220836,LONG,2522.298523733315,26.124650131988567,27.975919110220836,0.30854482970537833,1,3112.9686738856935,TP,155648.43369428458,158761.40236817027
2017-02-27,26.740660650541347,2017-02-28,27.953495040763382,LONG,2618.022767957723,26.13424345543033,27.953495040763382,0.3032085975555084,1,3175.228047363409,TP,158761.40236817027,161936.63041553367
2017-02-28,26.739581509683365,2017-03-01,27.882064614809956,LONG,2834.8188203201585,26.168339957120068,27.882064614809956,0.28562077628164767,1,3238.7326083106727,TP,161936.63041553367,165175.36302384434
2017-03-01,26.73850236882535,2017-03-02,28.118783329103035,LONG,2393.358566514088,26.048361888686507,28.118783329103035,0.34507024006942105,1,3303.5072604768866,TP,165175.36302384434,168478.87028432122
2017-03-02,26.737423227967408,2017-03-03,28.12132419968473,LONG,2434.8399737771897,26.04547274210875,28.12132419968473,0.3459752429293298,1,3369.577405686428,TP,168478.87028432122,171848.44769000766
2017-03-03,26.7363440871094,2017-03-06,28.08881413148923,LONG,2541.2532928787864,26.060109064919487,28.08881413148923,0.3381175110949567,1,3436.9689538001567,TP,171848.44769000766,175285.4166438078
2017-03-06,26.415034088025426,2017-03-07,27.732848089911165,LONG,2660.24516954565,25.756127087082557,27.732848089911165,0.3294535004714345,1,3505.7083328761614,TP,175285.4166438078,178791.12497668396
2017-03-13,31.425475433690753,2017-03-15,32.56463248856576,LONG,3139.0074654157565,30.85589690625325,32.56463248856576,0.2847892637187522,2,3575.822499533684,TP,178791.12497668396,182366.94747621764
2017-03-15,31.530828942848935,2017-03-20,32.690414145740554,LONG,3145.382452646946,30.951036341403125,32.690414145740554,0.2898963007229052,3,3647.33894952435,TP,182366.94747621764,186014.286425742
2017-03-20,31.68885920658621,2017-03-21,32.81936937672932,LONG,3290.802530368995,31.123604121514653,32.81936937672932,0.2826275425357783,1,3720.285728514834,TP,186014.286425742,189734.57215425684
2017-03-21,31.741535961165308,2017-03-28,33.10032995570616,LONG,2792.6907672030134,31.06213896389488,33.10032995570616,0.3396984986352128,5,3794.691443085134,TP,189734.57215425684,193529.26359734198
2017-03-28,32.68497079182502,2017-05-05,34.38477999771844,LONG,2277.0704256260697,31.835066188878315,34.38477999771844,0.42495230147335483,27,3870.5852719468326,TP,193529.26359734198,197399.8488692888
2017-06-14,37.01738561439719,2017-06-15,35.544992628055056,LONG,1340.6736564243538,35.544992628055056,39.96217158708147,0.736196493171069,1,-1973.9984886928853,SL,197399.8488692888,195425.85038059592
2017-06-15,37.08079187138842,2017-06-16,35.62186640058694,LONG,1339.519079567758,35.62186640058694,39.998642812991385,0.729462735400741,1,-1954.258503805959,SL,195425.85038059592,193471.59187678996
2017-06-16,37.14419812837971,2017-06-19,35.73723257894845,LONG,1375.098288334047,35.73723257894845,39.95812922724224,0.7034827747156307,1,-1934.7159187679015,SL,193471.59187678996,191536.87595802205
2017-11-01,38.44026806337577,2017-12-18,41.31336401192657,LONG,1333.3134666430738,37.00372008910037,41.31336401192657,0.7182739871377006,32,3830.737519160444,TP,191536.87595802205,195367.6134771825
2017-12-18,41.42348004525171,2017-12-26,40.25207917089246,LONG,1667.8117436445314,40.25207917089246,43.7662817939702,0.5857004371796237,5,-1953.6761347718295,SL,195367.6134771825,193413.93734241065
2017-12-26,41.6836595476925,2017-12-27,40.467879049303036,LONG,1590.8623110719816,40.467879049303036,44.11522054447143,0.6078902491947314,1,-1934.1393734241076,SL,193413.93734241065,191479.79796898653
2017-12-27,41.72867925399183,2017-12-28,40.608180573718116,LONG,1708.880173979427,40.608180573718116,43.96967661453926,0.5602493401368578,1,-1914.79797968986,SL,191479.79796898653,189564.99998929666
2017-12-28,41.773698960291156,2017-12-29,40.7170413381493,LONG,1794.0058919467847,40.7170413381493,43.88701420457487,0.5283288110709273,1,-1895.6499998929685,SL,189564.99998929666,187669.34998940368
2017-12-29,41.81871866659047,2018-01-02,40.78678704251453,LONG,1818.6219475292871,40.78678704251453,43.88258191474234,0.5159658120379674,1,-1876.6934998940421,SL,187669.34998940368,185792.65648950962
2018-01-02,41.86373837288976,2018-01-03,40.77767277421325,LONG,1710.6946092014825,40.77767277421325,44.035869570242795,0.5430327993382579,1,-1857.9265648950907,SL,185792.65648950962,183934.72992461454
2018-01-03,41.908758079189084,2018-01-04,40.8057529495796,LONG,1667.5781914970428,40.8057529495796,44.114768338408055,0.5515025648047422,1,-1839.3472992461468,SL,183934.72992461454,182095.3826253684
2018-01-04,41.95377778548841,2018-01-05,40.91103295399019,LONG,1746.3081774640075,40.91103295399019,44.03926744848487,0.521372415749114,1,-1820.95382625368,SL,182095.3826253684,180274.4287991147
2018-01-05,41.998797491787755,2018-01-08,40.94894808332677,LONG,1717.1455957991755,40.94894808332677,44.09849630870972,0.5249247042304916,1,-1802.7442879911516,SL,180274.4287991147,178471.68451112357
2018-01-08,42.04381719808705,2018-01-09,41.029029252114306,LONG,1758.709149230643,41.029029252114306,44.07339309003253,0.5073939729863718,1,-1784.716845111233,SL,178471.68451112357,176686.96766601235
2018-01-09,42.08883690438636,2018-01-10,41.106309979631085,LONG,1798.2913568503016,41.106309979631085,44.053890753896916,0.4912634623776391,1,-1766.8696766601208,SL,176686.96766601235,174920.09798935222
2018-01-10,42.1338566106857,2018-01-11,41.19927332061766,LONG,1871.637336642489,41.19927332061766,44.00302319082178,0.46729164503402026,1,-1749.2009798935221,SL,174920.09798935222,173170.89700945868
2018-01-11,42.178876316985004,2018-01-12,41.293963408625835,LONG,1956.9258779438242,41.293963408625835,43.94870213370334,0.4424564541795838,1,-1731.7089700945899,SL,173170.89700945868,171439.1880393641
2018-01-12,42.22389602328435,2018-01-16,41.32707129448891,LONG,1911.6242286230313,41.32707129448891,44.01754548087523,0.4484123643977197,1,-1714.3918803936365,SL,171439.1880393641,169724.79615897045
2018-01-16,42.26891572958364,2018-01-17,41.28870133451978,LONG,1731.5068725134663,41.28870133451978,44.22934451971136,0.4901071975319303,1,-1697.247961589705,SL,169724.79615897045,168027.54819738073
2018-01-17,42.31393543588297,2018-01-24,41.20337084236573,LONG,1512.9921229095276,41.20337084236573,44.53506462291745,0.5552822967586206,5,-1680.275481973804,SL,168027.54819738073,166347.27271540693
2018-01-24,42.53903396737958,2018-01-25,41.35752895274516,LONG,1407.9269292553797,41.35752895274516,44.902043996648416,0.5907525073172093,1,-1663.4727271540683,SL,166347.27271540693,164683.79998825287
2018-01-25,42.49665264968053,2018-01-26,41.19664760207621,LONG,1266.7935427769066,41.19664760207621,45.09666274488915,0.6500025238021565,1,-1646.8379998825321,SL,164683.79998825287,163036.96198837034
2018-01-26,42.540598041942275,2018-01-29,41.292771581484566,LONG,1306.5675969763279,41.292771581484566,45.03625096285769,0.6239132302288537,1,-1630.3696198837058,SL,163036.96198837034,161406.59236848663
2018-01-29,42.58454343420397,2018-01-30,41.2258092607064,LONG,1187.9188403203482,41.2258092607064,45.30201178119912,0.6793670867487875,1,-1614.0659236848646,SL,161406.59236848663,159792.52644480177
2018-01-30,42.62848882646569,2018-01-31,41.24732823569723,LONG,1156.9438594819426,41.24732823569723,45.3908100080026,0.6905802953842282,1,-1597.9252644480214,SL,159792.52644480177,158194.60118035375
2018-02-05,42.94701139429607,2018-02-06,41.093898391709125,LONG,853.6694791926566,41.093898391709125,46.65323739946996,0.9265565012934727,1,-1581.946011803537,SL,158194.60118035375,156612.6551685502
2018-02-06,42.994450512344955,2018-02-07,40.78139393942453,LONG,707.6757868954027,40.78139393942453,47.4205636581858,1.1065282864602106,1,-1566.1265516855028,SL,156612.6551685502,155046.5286168647
2018-02-07,43.04188963039383,2018-02-08,40.85349453894935,LONG,708.4942258507996,40.85349453894935,47.41867981328279,1.0941975457222404,1,-1550.4652861686493,SL,155046.5286168647,153496.06333069605
2018-02-08,43.089328748442774,2018-02-09,40.81988623093823,LONG,676.360216867174,40.81988623093823,47.62821378345187,1.1347212587522733,1,-1534.9606333069587,SL,153496.06333069605,151961.10269738908
2018-02-09,43.13676786649166,2018-02-12,40.69021879068243,LONG,621.1242774565062,40.69021879068243,48.02986601811012,1.2232745379046148,1,-1519.611026973891,SL,151961.10269738908,150441.49167041518
2018-02-12,43.18420698454055,2018-02-13,40.59482610691054,LONG,580.9940629827705,40.59482610691054,48.36296873980057,1.2946904388150053,1,-1504.4149167041535,SL,150441.49167041518,148937.07675371104
2018-02-13,43.23164610258942,2018-02-14,40.793127644750555,LONG,610.7687078395394,40.793127644750555,48.10868301826716,1.2192592289194328,1,-1489.3707675371113,SL,148937.07675371104,147447.70598617394
2018-02-14,43.27908522063835,2018-02-15,40.873494343084865,LONG,612.937583701389,40.873494343084865,48.09026697574533,1.2027954387767443,1,-1474.4770598617376,SL,147447.70598617394,145973.2289263122
2018-02-15,43.32652433868726,2018-02-16,40.88299903442703,LONG,597.3878341747122,40.88299903442703,48.21357494720771,1.2217626521301137,1,-1459.7322892631216,SL,145973.2289263122,144513.49663704907
2018-06-15,45.32425965477307,2018-06-18,44.25956604231765,LONG,1357.3247265358182,44.25956604231765,47.45364687968392,0.532346806227712,1,-1445.1349663704875,SL,144513.49663704907,143068.3616706786
2018-06-18,45.360218401023616,2018-06-19,44.3103295070564,LONG,1362.70001990464,44.3103295070564,47.45999618895805,0.5249444469836082,1,-1430.6836167067831,SL,143068.3616706786,141637.67805397182
2018-06-19,45.39617714727415,2018-06-20,44.153275278813965,LONG,1139.572492794178,44.153275278813965,47.881980884194526,0.621450934230094,1,-1416.376780539717,SL,141637.67805397182,140221.3012734321
2018-06-20,45.43213589352471,2018-06-21,44.259901365707414,LONG,1196.1881171895216,44.259901365707414,47.77660494915931,0.5861172639086487,1,-1402.2130127343182,SL,140221.3012734321,138819.08826069778
2018-06-21,45.46809463977526,2018-06-22,44.23750655540581,LONG,1128.071123261591,44.23750655540581,47.92927080851416,0.6152940421847262,1,-1388.1908826069762,SL,138819.08826069778,137430.8973780908
2018-06-22,45.50405338602584,2018-06-25,44.346269925656586,LONG,1187.0172798483386,44.346269925656586,47.81962030676434,0.5788917301846267,1,-1374.3089737809066,SL,137430.8973780908,136056.58840430988
2018-06-25,45.54001213227635,2018-06-26,44.27284927415932,LONG,1073.7103564295294,44.27284927415932,48.07433784851042,0.6335814290585156,1,-1360.5658840431001,SL,136056.58840430988,134696.02252026676
2018-06-26,45.575970878526924,2018-06-27,44.203312022912826,LONG,981.2782103096324,44.203312022912826,48.32128858975511,0.6863294278070478,1,-1346.9602252026705,SL,134696.02252026676,133349.0622950641
2018-06-27,45.61192962477747,2018-06-28,44.217712297117856,LONG,956.4438746354496,44.217712297117856,48.40036428009669,0.6971086638298057,1,-1333.4906229506403,SL,133349.0622950641,132015.57167211347
2018-06-28,45.64788837102803,2018-06-29,44.28786278830611,LONG,970.6844735074776,44.28786278830611,48.36793953647189,0.6800127913609638,1,-1320.1557167211315,SL,132015.57167211347,130695.41595539234
2018-06-29,45.68384711727858,2018-07-02,44.235742685360286,LONG,902.5275599927623,44.235742685360286,48.58005598111517,0.7240522159591471,1,-1306.9541595539247,SL,130695.41595539234,129388.46179583842
2018-07-02,45.71980586352913,2018-07-03,44.22054508149025,LONG,863.0150494557711,44.22054508149025,48.718327427606894,0.7496303910194413,1,-1293.8846179583832,SL,129388.46179583842,128094.57717788004
2018-07-03,46.20420155648226,2018-07-05,44.62724311644569,LONG,812.2888588928777,44.62724311644569,49.35811843655541,0.7884792200182866,1,-1280.945771778798,SL,128094.57717788004,126813.63140610124
2018-07-05,46.250415335135074,2018-07-06,44.726979336905075,LONG,832.4185036551546,44.726979336905075,49.29728733159507,0.7617179991149994,1,-1268.1363140610126,SL,126813.63140610124,125545.49509204022
2018-07-06,46.29662911378789,2018-07-09,44.77299749415042,LONG,823.9885118813166,44.77299749415042,49.343892353062834,0.7618158098187369,1,-1255.4549509203994,SL,125545.49509204022,124290.04014111983
2018-07-09,46.34284289244068,2018-07-11,44.85177455707589,LONG,833.5636750726965,44.85177455707589,49.32497956317025,0.7455341676823927,2,-1242.9004014111997,SL,124290.04014111983,123047.13973970863
2018-07-11,46.435270449746284,2018-07-12,45.08282297499164,LONG,909.8108579930722,45.08282297499164,49.14016539925557,0.6762237373773219,1,-1230.4713973970836,SL,123047.13973970863,121816.66834231155
2018-07-12,46.48148422839908,2018-07-13,45.087159820738115,LONG,873.6608759984586,45.087159820738115,49.270133043721025,0.6971622038304853,1,-1218.1666834231125,SL,121816.66834231155,120598.50165888843
2018-07-13,46.527698007051896,2018-07-16,45.26011264361554,LONG,951.4033937087469,45.26011264361554,49.06286873392461,0.6337926817181779,1,-1205.985016588882,SL,120598.50165888843,119392.51664229955
2018-07-16,46.57391178570474,2018-07-17,45.33496495694442,LONG,963.6613442221944,45.33496495694442,49.051805443225376,0.6194734143801603,1,-1193.9251664229944,SL,119392.51664229955,118198.59147587656
2018-07-17,46.62012556435754,2018-07-18,45.378301718694225,LONG,951.8144774611034,45.378301718694225,49.10377325568417,0.6209119228316573,1,-1181.985914758763,SL,118198.59147587656,117016.60556111779
2018-07-18,46.6663393430103,2018-07-19,45.47237938771602,LONG,980.0714424486346,45.47237938771602,49.05425925359887,0.5969799776471428,1,-1170.1660556111744,SL,117016.60556111779,115846.43950550661
2018-07-19,46.712553121663134,2018-07-20,45.49775771894831,LONG,953.6292222263322,45.49775771894831,49.14214392709279,0.6073977013574144,1,-1158.4643950550649,SL,115846.43950550661,114687.97511045155
2018-07-20,46.75876690031595,2018-07-23,45.563683023979884,LONG,959.6646510039669,45.563683023979884,49.148934652988075,0.5975419381680313,1,-1146.8797511045163,SL,114687.97511045155,113541.09535934703
2018-07-23,46.12184080610815,2018-07-27,44.93502667498058,LONG,956.6880978361233,44.93502667498058,48.4954690683633,0.5934070655637871,4,-1135.4109535934724,SL,113541.09535934703,112405.68440575356
2018-07-27,46.271703239235784,2018-07-30,44.955113259929945,LONG,853.7637850245428,44.955113259929945,48.904883197847454,0.6582949896529184,1,-1124.0568440575373,SL,112405.68440575356,111281.62756169602
2018-07-30,46.309168847517704,2018-07-31,44.971098908854195,LONG,831.6577807049933,44.971098908854195,48.98530872484472,0.6690349693317543,1,-1112.8162756169602,SL,111281.62756169602,110168.81128607906
2018-07-31,46.346634455799624,2018-08-02,49.01846252401155,LONG,824.6699149306243,45.01072042169366,49.01846252401155,0.6679570170529809,2,2203.376225721581,TP,110168.81128607906,112372.18751180064
2018-08-02,46.42156567236345,2018-08-17,50.69082873303783,LONG,526.4242840732802,44.28693414202626,50.69082873303783,1.0673157651685956,11,2247.4437502360133,TP,112372.18751180064,114619.63126203665
2018-08-17,46.89176601447078,2018-08-20,50.15743956403425,LONG,701.9662530405611,45.25892923968905,50.15743956403425,0.8164183873908657,1,2292.3926252407355,TP,114619.63126203665,116912.02388727739
2018-08-20,46.93037750125023,2018-08-21,50.27481730733361,LONG,699.142640717406,45.258157598208534,50.27481730733361,0.8361099515208466,1,2338.240477745548,TP,116912.02388727739,119250.26436502294
2018-08-21,46.96898898802963,2018-08-22,50.26672790209301,LONG,723.224412075037,45.32011953099794,50.26672790209301,0.824434728515845,1,2385.0052873004593,TP,119250.26436502294,121635.2696523234
2018-08-22,47.00760047480904,2018-08-23,50.184009814027085,LONG,765.8664653231822,45.41939580520002,50.184009814027085,0.794102334804511,1,2432.7053930464704,TP,121635.2696523234,124067.97504536988
2018-08-23,47.0462119615885,2018-08-24,50.108624537449685,LONG,810.2629673304576,45.5150056736579,50.108624537449685,0.7656031439652974,1,2481.3595009073965,TP,124067.97504536988,126549.33454627727
2018-08-24,47.74865279437385,2018-08-27,50.62888557289903,LONG,878.74379800008,46.308536405111255,50.62888557289903,0.7200581946312966,1,2530.986690925543,TP,126549.33454627727,129080.3212372028
2018-09-13,53.49766691873486,2018-09-19,51.10409745983392,LONG,539.2796133707062,51.10409745983392,58.284805836536734,1.1967847294504688,4,-1290.8032123720263,SL,129080.3212372028,127789.51802483077
2018-09-19,53.94847916206506,2018-09-21,51.57690643145449,LONG,538.8387055366877,51.57690643145449,58.6916246232862,1.1857863653052854,2,-1277.895180248309,SL,127789.51802483077,126511.62284458247
2018-09-21,54.401428908351484,2018-09-24,52.148962236346364,LONG,561.6581342442822,52.148962236346364,58.90636225236173,1.1262333360025611,1,-1265.1162284458233,SL,126511.62284458247,125246.50661613664
2018-09-24,54.51686794769549,2018-09-25,52.272261349073084,LONG,557.9886769156108,52.272261349073084,59.0060811449403,1.1223032993112037,1,-1252.4650661613648,SL,125246.50661613664,123994.04154997527
2018-09-25,54.63230698703951,2018-09-26,52.48989538746128,LONG,578.7591962925584,52.48989538746128,58.917130186195976,1.0712057997891167,1,-1239.9404154997517,SL,123994.04154997527,122754.10113447552
2018-09-26,54.747746026383496,2018-10-05,52.63894729637944,LONG,582.1043961565719,52.63894729637944,58.9653434863916,1.054399365002027,7,-1227.5410113447554,SL,122754.10113447552,121526.56012313077
2018-10-05,55.71021578272118,2018-10-08,53.447596479862504,LONG,537.1056455214973,53.447596479862504,60.23545438843853,1.1313096514293364,1,-1215.2656012313084,SL,121526.56012313077,120311.29452189946
