Date,Equity
2019-09-10,124724.98912261464
2019-09-11,124724.98912261464
2019-09-12,124724.98912261464
2019-09-13,124724.98912261464
2019-09-16,124724.98912261464
2019-09-17,124724.98912261464
2019-09-18,124724.98912261464
2019-09-19,124724.98912261464
2019-09-20,124724.98912261464
2019-09-23,124724.98912261464
2019-09-24,124724.98912261464
2019-09-25,124724.98912261464
2019-09-26,124724.98912261464
2019-09-27,124724.98912261464
2019-09-30,124724.98912261464
2019-10-01,124724.98912261464
2019-10-02,124724.98912261464
2019-10-03,124724.98912261464
2019-10-04,124724.98912261464
2019-10-07,124724.98912261464
2019-10-08,124724.98912261464
2019-10-09,124724.98912261464
2019-10-10,124724.98912261464
2019-10-11,127219.48890506693
2019-10-14,127219.48890506693
2019-10-15,127219.48890506693
2019-10-16,127219.48890506693
2019-10-17,127219.48890506693
2019-10-18,127219.48890506693
2019-10-21,127219.48890506693
2019-10-22,129763.87868316827
2019-10-23,129763.87868316827
2019-10-24,129763.87868316827
2019-10-25,129763.87868316827
2019-10-28,129763.87868316827
2019-10-29,129763.87868316827
2019-10-30,129763.87868316827
2019-10-31,129763.87868316827
2019-11-01,132359.15625683163
2019-11-04,132359.15625683163
2019-11-05,132359.15625683163
2019-11-06,132359.15625683163
2019-11-07,135006.33938196825
2019-11-08,137706.46616960762
2019-11-11,140460.59549299977
2019-11-12,143269.80740285976
2019-11-13,146135.20355091695
2019-11-14,149057.9076219353
2019-11-15,152039.065774374
2019-11-18,155079.8470898615
2019-11-19,158181.44403165873
2019-11-20,161345.0729122919
2019-11-21,164571.97437053773
2019-11-22,167863.4138579485
2019-11-25,171220.68213510746
2019-11-26,174645.09577780962
2019-11-27,174645.09577780962
2019-11-29,174645.09577780962
2019-12-02,174645.09577780962
2019-12-03,174645.09577780962
2019-12-04,174645.09577780962
2019-12-05,174645.09577780962
2019-12-06,174645.09577780962
2019-12-09,174645.09577780962
2019-12-10,174645.09577780962
2019-12-11,174645.09577780962
2019-12-12,174645.09577780962
2019-12-13,174645.09577780962
2019-12-16,174645.09577780962
2019-12-17,174645.09577780962
2019-12-18,174645.09577780962
2019-12-19,174645.09577780962
2019-12-20,174645.09577780962
2019-12-23,174645.09577780962
2019-12-24,174645.09577780962
2019-12-26,174645.09577780962
2019-12-27,178137.99769336582
2019-12-30,178137.99769336582
2019-12-31,178137.99769336582
2020-01-02,181700.75764723314
2020-01-03,181700.75764723314
2020-01-06,181700.75764723314
2020-01-07,181700.75764723314
2020-01-08,185334.7728001778
2020-01-09,189041.46825618134
2020-01-10,192822.29762130496
2020-01-13,196678.74357373104
2020-01-14,200612.31844520566
2020-01-15,200612.31844520566
2020-01-16,200612.31844520566
2020-01-17,200612.31844520566
2020-01-21,200612.31844520566
2020-01-22,200612.31844520566
2020-01-23,200612.31844520566
2020-01-24,200612.31844520566
2020-01-27,200612.31844520566
2020-01-28,200612.31844520566
2020-01-29,204624.56481410976
2020-01-30,204624.56481410976
2020-01-31,204624.56481410976
2020-02-03,204624.56481410976
2020-02-04,204624.56481410976
2020-02-05,204624.56481410976
2020-02-06,204624.56481410976
2020-02-07,204624.56481410976
2020-02-10,204624.56481410976
2020-02-11,204624.56481410976
2020-02-12,204624.56481410976
2020-02-13,204624.56481410976
2020-02-14,204624.56481410976
2020-02-18,204624.56481410976
2020-02-19,204624.56481410976
2020-02-20,204624.56481410976
